request_number,industry,gender,nation,model
364,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
365,Environment,default,default,openai/gpt-4o-mini
366,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
367,Environment,default,default,openai/gpt-4o-mini
368,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
369,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
370,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
371,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
372,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
373,"Social Services, Health, Beauty Care",default,default,openai/gpt-4o-mini
374,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
375,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
376,"Tourism, Hospitality, Leisure",default,default,openai/gpt-4o-mini
377,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
378,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
379,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
380,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
381,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
382,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
383,Environment,default,default,openai/gpt-4o-mini
384,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
385,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
386,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
387,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
388,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
389,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
390,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
391,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
392,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
393,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
394,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
395,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
396,Environment,default,default,openai/gpt-4o-mini
397,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
398,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
399,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
400,"Social Services, Health, Beauty Care",default,default,openai/gpt-4o-mini
401,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
402,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
403,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
404,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
405,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
406,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
407,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
408,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
409,Environment,default,default,openai/gpt-4o-mini
410,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
411,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
412,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
413,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
414,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
415,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
416,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
417,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
418,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
419,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
420,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
421,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
422,Environment,default,default,openai/gpt-4o-mini
423,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
424,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
425,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
426,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
427,Environment,default,default,openai/gpt-4o-mini
428,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
429,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
430,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
431,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
432,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
433,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
434,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
435,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
436,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
437,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
438,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
439,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
440,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
441,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
442,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
443,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
444,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
445,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
446,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
447,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
448,Environment,default,default,openai/gpt-4o-mini
449,Environment,default,default,openai/gpt-4o-mini
450,Environment,default,default,openai/gpt-4o-mini
451,"Social Services, Health, Beauty Care",default,default,openai/gpt-4o-mini
452,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
453,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
454,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
455,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
456,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
457,Environment,default,default,openai/gpt-4o-mini
458,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
459,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
460,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
461,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
462,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
463,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
464,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
465,Environment,default,default,openai/gpt-4o-mini
466,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
467,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
468,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
469,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
470,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
471,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
472,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
473,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
474,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
475,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
476,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
477,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
478,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
479,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
480,"Tourism, Hospitality, Leisure",default,default,openai/gpt-4o-mini
481,Environment,default,default,openai/gpt-4o-mini
482,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
483,Environment,default,default,openai/gpt-4o-mini
484,Environment,default,default,openai/gpt-4o-mini
485,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
486,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
487,Environment,default,default,openai/gpt-4o-mini
488,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
489,"Science, Education, Research and Development",default,default,openai/gpt-4o-mini
490,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
491,Environment,default,default,openai/gpt-4o-mini
492,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
493,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
494,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,openai/gpt-4o-mini
