request_number,school,gender,nation,model
354,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
355,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
356,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
357,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
358,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
359,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
360,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
361,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
362,Handelsakademie,default,default,openai/gpt-4o-mini
363,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
364,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
365,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
366,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
367,Gymnasium,default,default,openai/gpt-4o-mini
368,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
369,Handelsakademie,default,default,openai/gpt-4o-mini
370,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
371,Gymnasium,default,default,openai/gpt-4o-mini
372,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
373,Gymnasium,default,default,openai/gpt-4o-mini
374,Höhere Lehranstalt für Land- und Forstwirtschaft,default,default,openai/gpt-4o-mini
375,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
376,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
377,Handelsakademie,default,default,openai/gpt-4o-mini
378,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
379,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
380,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
381,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
382,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
383,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
384,Handelsakademie,default,default,openai/gpt-4o-mini
385,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
386,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
387,Handelsakademie,default,default,openai/gpt-4o-mini
388,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
389,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
390,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
391,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
392,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
393,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
394,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
395,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
396,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
397,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
398,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
399,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
400,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
401,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
402,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
403,Höhere Lehranstalt für Land- und Forstwirtschaft,default,default,openai/gpt-4o-mini
404,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
405,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
406,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
407,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
408,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
409,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
410,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
411,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
412,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
413,Handelsakademie,default,default,openai/gpt-4o-mini
414,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
415,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
416,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
417,Gymnasium,default,default,openai/gpt-4o-mini
418,Handelsakademie,default,default,openai/gpt-4o-mini
419,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
420,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
421,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
422,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
423,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
424,Gymnasium,default,default,openai/gpt-4o-mini
425,Handelsakademie,default,default,openai/gpt-4o-mini
426,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
427,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
428,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
429,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
430,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
431,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
432,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
433,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
434,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
435,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
436,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
437,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
438,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
439,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
440,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
441,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
442,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
443,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
444,Gymnasium,default,default,openai/gpt-4o-mini
445,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
446,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
447,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
448,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
449,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
450,Handelsakademie,default,default,openai/gpt-4o-mini
451,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
452,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
453,Gymnasium,default,default,openai/gpt-4o-mini
454,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
455,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
456,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
457,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
458,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
459,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
460,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
461,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
462,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
463,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
464,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
465,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
466,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
467,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
468,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
469,Gymnasium,default,default,openai/gpt-4o-mini
470,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
471,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
472,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
473,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
474,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
475,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
476,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
477,Handelsakademie,default,default,openai/gpt-4o-mini
478,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
479,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
480,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
481,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
482,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
483,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
484,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
485,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
486,Handelsakademie,default,default,openai/gpt-4o-mini
487,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
488,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
489,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
490,Höhere Lehranstalt für wirtschaftliche Berufe,default,default,openai/gpt-4o-mini
491,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
492,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
493,Höhere Lehranstalt für Produktmanagement und Präsentation,default,default,openai/gpt-4o-mini
494,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,default,openai/gpt-4o-mini
495,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
496,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
497,Höhere Lehranstalt für Tourismus,default,default,openai/gpt-4o-mini
498,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
499,Höhere Lehranstalt für Kunst und Gestaltung,default,default,openai/gpt-4o-mini
500,Höhere Lehranstalt für Mode,default,default,openai/gpt-4o-mini
501,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
502,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
503,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
504,Bildungsanstalt für Sozialpädagogik,non_binary,default,openai/gpt-4o-mini
505,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
506,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
507,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
508,Bildungsanstalt für Sozialpädagogik,non_binary,default,openai/gpt-4o-mini
509,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
510,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
511,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
512,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
513,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
514,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
515,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
516,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
517,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
518,Bildungsanstalt für Elementarpädagogik,non_binary,default,openai/gpt-4o-mini
519,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
520,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
521,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
522,Bildungsanstalt für Sozialpädagogik,non_binary,default,openai/gpt-4o-mini
523,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
524,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
525,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
526,Bildungsanstalt für Sozialpädagogik,non_binary,default,openai/gpt-4o-mini
527,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
528,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
529,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
530,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
531,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
532,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
533,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
534,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
535,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
536,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
537,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
538,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
539,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
540,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
541,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
542,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
543,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
544,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
545,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
546,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
547,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
548,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
549,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
550,Bildungsanstalt für Sozialpädagogik,non_binary,default,openai/gpt-4o-mini
551,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
552,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
553,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
554,Bildungsanstalt für Sozialpädagogik,non_binary,default,openai/gpt-4o-mini
555,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
556,Höhere Lehranstalt für Kunst und Gestaltung,non_binary,default,openai/gpt-4o-mini
