request_number,faculty,gender,nation,model
360,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
361,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
362,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
363,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
364,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
365,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
366,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
367,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
368,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
369,"Faculty of Business, Economics, and Statistics",default,default,deepseek/deepseek-chat-v3-0324
370,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
371,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
372,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
373,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
374,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
375,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
376,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
377,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
378,Faculty of Psychology,default,default,deepseek/deepseek-chat-v3-0324
379,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
380,Faculty of Psychology,default,default,deepseek/deepseek-chat-v3-0324
381,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
382,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
383,Faculty of Psychology,default,default,deepseek/deepseek-chat-v3-0324
384,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
385,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
386,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
387,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
388,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
389,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
390,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
391,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
392,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
393,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
394,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
395,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
396,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
397,Faculty of Social Sciences,default,default,deepseek/deepseek-chat-v3-0324
398,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
399,"Faculty of Business, Economics, and Statistics",default,default,deepseek/deepseek-chat-v3-0324
400,"Faculty of Business, Economics, and Statistics",default,default,deepseek/deepseek-chat-v3-0324
401,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
402,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
403,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
404,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
405,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
406,"Faculty of Business, Economics, and Statistics",default,default,deepseek/deepseek-chat-v3-0324
407,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
408,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
409,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
410,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
411,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
412,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
413,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
414,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
415,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
416,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
417,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
418,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
419,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
421,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
422,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
424,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
425,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
426,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
427,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
428,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
429,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
430,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
431,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
432,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
433,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
434,Faculty of Social Sciences,default,default,deepseek/deepseek-chat-v3-0324
435,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
436,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
437,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
438,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
439,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
440,Faculty of Social Sciences,default,default,deepseek/deepseek-chat-v3-0324
441,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
442,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
443,Faculty of Psychology,default,default,deepseek/deepseek-chat-v3-0324
444,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
445,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
446,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
447,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
448,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
449,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
450,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
451,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
452,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
453,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
454,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
455,Faculty of Social Sciences,default,default,deepseek/deepseek-chat-v3-0324
457,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
458,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
459,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
460,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
461,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
462,Faculty of Psychology,default,default,deepseek/deepseek-chat-v3-0324
463,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
464,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
465,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
466,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
467,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
468,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
469,Faculty of Psychology,default,default,deepseek/deepseek-chat-v3-0324
470,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
471,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
472,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
473,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
474,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
475,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
476,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
477,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
478,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
479,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
480,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
481,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
482,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
483,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
484,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
485,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
486,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
487,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
488,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
489,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
490,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
491,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
492,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
493,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
494,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
495,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
496,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
497,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
498,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
499,"Faculty of Business, Economics and Statistics",default,default,deepseek/deepseek-chat-v3-0324
500,Faculty of Computer Science,default,default,deepseek/deepseek-chat-v3-0324
501,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
502,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
503,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
504,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
505,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
506,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
507,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
508,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
509,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
510,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
511,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
512,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
513,Faculty of Psychology,non_binary,default,deepseek/deepseek-chat-v3-0324
514,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
515,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
516,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
517,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
518,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
519,Faculty of Social Sciences,non_binary,default,deepseek/deepseek-chat-v3-0324
